nameWithOwner,url,stargazerCount,createdAt,updatedAt,pushedAt,primaryLanguage,mergedPullRequests,releases,issues,closedIssues
codecrafters-io/build-your-own-x,https://github.com/codecrafters-io/build-your-own-x,541542,2018-05-09T12:03:18Z,2026-08-20T18:35:08Z,2026-07-14T19:25:58Z,Markdown,157,0,950,677
sindresorhus/awesome,https://github.com/sindresorhus/awesome,498174,2014-07-11T13:42:37Z,2026-08-20T18:37:46Z,2026-08-18T13:28:50Z,,701,0,368,352
public-apis/public-apis,https://github.com/public-apis/public-apis,467014,2016-03-20T23:49:42Z,2026-08-20T18:37:49Z,2026-08-19T21:44:19Z,Python,2153,0,940,910
freeCodeCamp/freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,454362,2014-12-24T17:49:19Z,2026-08-20T18:37:49Z,2026-08-20T18:27:39Z,TypeScript,29135,0,22080,21916
EbookFoundation/free-programming-books,https://github.com/EbookFoundation/free-programming-books,394857,2013-10-11T06:50:37Z,2026-08-20T18:37:48Z,2026-08-18T14:16:15Z,Python,7424,0,1293,1255
openclaw/openclaw,https://github.com/openclaw/openclaw,386897,2025-11-24T10:16:47Z,2026-08-20T18:37:50Z,2026-08-20T18:37:15Z,TypeScript,26621,234,47710,44194
donnemartin/system-design-primer,https://github.com/donnemartin/system-design-primer,365079,2017-02-26T16:15:28Z,2026-08-20T18:37:50Z,2026-03-20T01:52:19Z,Python,210,0,402,127
nilbuild/developer-roadmap,https://github.com/nilbuild/developer-roadmap,364995,2017-03-15T13:45:52Z,2026-08-20T18:36:49Z,2026-08-20T12:45:59Z,TypeScript,4400,1,3185,3185
jwasham/coding-interview-university,https://github.com/jwasham/coding-interview-university,359326,2016-06-06T02:34:12Z,2026-08-20T18:37:50Z,2025-08-28T14:42:47Z,,415,0,536,455
vinta/awesome-python,https://github.com/vinta/awesome-python,315119,2014-06-27T21:00:06Z,2026-08-20T18:37:48Z,2026-08-16T13:31:43Z,Python,741,0,0,0
awesome-selfhosted/awesome-selfhosted,https://github.com/awesome-selfhosted/awesome-selfhosted,313917,2015-06-01T02:33:17Z,2026-08-20T18:37:48Z,2026-08-20T16:50:20Z,,0,1,0,0
practical-tutorials/project-based-learning,https://github.com/practical-tutorials/project-based-learning,280098,2017-04-12T05:07:46Z,2026-08-20T18:37:54Z,2026-08-17T06:46:47Z,Python,194,0,240,88
996icu/996.ICU,https://github.com/996icu/996.ICU,276728,2019-03-26T07:31:14Z,2026-08-20T18:32:48Z,2025-08-22T06:01:29Z,,1072,0,0,0
obra/superpowers,https://github.com/obra/superpowers,274824,2025-10-09T19:45:18Z,2026-08-20T18:37:42Z,2026-08-19T17:33:23Z,Shell,167,12,857,755
react/react,https://github.com/react/react,247437,2013-05-24T16:15:54Z,2026-08-20T18:37:47Z,2026-08-19T17:57:20Z,JavaScript,13035,132,14623,13801
torvalds/linux,https://github.com/torvalds/linux,243417,2011-09-04T22:48:12Z,2026-08-20T18:37:47Z,2026-08-20T18:32:12Z,C,0,0,0,0
affaan-m/ECC,https://github.com/affaan-m/ECC,241384,2026-01-18T00:51:51Z,2026-08-20T18:37:51Z,2026-08-19T23:31:56Z,JavaScript,998,15,711,667
trimstray/the-book-of-secret-knowledge,https://github.com/trimstray/the-book-of-secret-knowledge,239355,2018-06-23T10:43:14Z,2026-08-20T18:34:28Z,2024-11-19T14:00:38Z,,122,0,0,0
NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent,233478,2025-07-22T22:22:28Z,2026-08-20T18:36:47Z,2026-08-20T18:36:10Z,Python,11397,28,22852,11373
mattpocock/skills,https://github.com/mattpocock/skills,225859,2026-02-03T11:15:53Z,2026-08-20T18:38:05Z,2026-08-20T10:35:33Z,Shell,94,7,680,311
TheAlgorithms/Python,https://github.com/TheAlgorithms/Python,223898,2016-07-16T09:44:01Z,2026-08-20T18:35:22Z,2026-08-03T18:44:56Z,Python,3088,0,1749,1606
vuejs/vue,https://github.com/vuejs/vue,210250,2013-07-29T03:24:51Z,2026-08-20T18:08:04Z,2024-10-10T07:24:15Z,TypeScript,1136,249,10034,9670
ossu/computer-science,https://github.com/ossu/computer-science,208239,2014-05-04T00:18:39Z,2026-08-20T18:37:48Z,2026-07-14T05:38:25Z,HTML,315,0,675,658
multica-ai/andrej-karpathy-skills,https://github.com/multica-ai/andrej-karpathy-skills,204296,2026-01-27T03:53:13Z,2026-08-20T18:37:51Z,2026-04-20T10:05:04Z,,12,0,0,0
n8n-io/n8n,https://github.com/n8n-io/n8n,201356,2019-06-22T09:24:21Z,2026-08-20T18:32:47Z,2026-08-20T18:22:18Z,TypeScript,20273,770,10053,9709
anomalyco/opencode,https://github.com/anomalyco/opencode,199497,2025-04-30T20:08:00Z,2026-08-20T18:37:50Z,2026-08-20T18:31:19Z,TypeScript,7408,861,24215,20233
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,197101,2015-11-07T01:19:20Z,2026-08-20T18:28:35Z,2026-08-20T18:34:50Z,C++,48928,222,41701,40940
trekhleb/javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,196519,2018-03-24T07:47:04Z,2026-08-20T18:37:51Z,2026-07-26T02:43:08Z,JavaScript,309,0,373,238
ultraworkers/claw-code,https://github.com/ultraworkers/claw-code,195086,2026-03-31T08:58:08Z,2026-08-20T18:37:51Z,2026-08-16T06:18:45Z,Rust,143,0,2211,2195
DigitalPlatDev/FreeDomain,https://github.com/DigitalPlatDev/FreeDomain,194514,2024-05-30T13:23:00Z,2026-08-20T18:32:49Z,2026-08-12T10:36:46Z,Markdown,0,0,0,0
ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,189272,2009-08-28T18:15:37Z,2026-08-20T18:37:47Z,2026-08-20T08:43:08Z,Shell,3655,0,5079,4925
microsoft/vscode,https://github.com/microsoft/vscode,188987,2015-09-03T20:23:38Z,2026-08-20T18:37:49Z,2026-08-20T18:35:37Z,TypeScript,52223,234,251292,233718
massgravel/Microsoft-Activation-Scripts,https://github.com/massgravel/Microsoft-Activation-Scripts,187710,2020-01-12T23:03:34Z,2026-08-20T18:33:02Z,2026-07-04T16:54:38Z,Batchfile,7,31,1075,1067
Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,186685,2023-03-16T09:21:07Z,2026-08-20T18:37:52Z,2026-08-20T18:24:54Z,Python,4778,117,3936,3650
yt-dlp/yt-dlp,https://github.com/yt-dlp/yt-dlp,185844,2020-10-26T04:22:55Z,2026-08-20T18:37:48Z,2026-08-19T23:48:28Z,Python,3415,136,11938,9966
CyC2018/CS-Notes,https://github.com/CyC2018/CS-Notes,185518,2018-02-13T14:56:24Z,2026-08-20T18:37:49Z,2024-08-21T09:40:10Z,,374,0,579,449
jackfrued/Python-100-Days,https://github.com/jackfrued/Python-100-Days,185443,2018-03-01T16:05:52Z,2026-08-20T18:37:50Z,2026-07-29T15:18:29Z,Jupyter Notebook,13,0,729,193
getify/You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,184700,2013-11-16T02:37:24Z,2026-08-20T18:38:17Z,2026-02-15T04:36:44Z,,370,0,947,947
avelino/awesome-go,https://github.com/avelino/awesome-go,181685,2014-07-06T13:42:15Z,2026-08-20T18:38:18Z,2026-08-20T13:14:59Z,Go,3882,0,759,736
ollama/ollama,https://github.com/ollama/ollama,179041,2023-06-26T19:39:32Z,2026-08-20T18:32:48Z,2026-08-20T18:15:59Z,Go,3534,246,11028,8602
flutter/flutter,https://github.com/flutter/flutter,178520,2015-03-06T22:54:58Z,2026-08-20T18:32:48Z,2026-08-20T18:03:15Z,Dart,49682,7,115244,102672
github/gitignore,https://github.com/github/gitignore,175377,2010-11-08T20:17:14Z,2026-08-20T18:37:48Z,2026-07-23T16:06:45Z,,1779,0,0,0
microsoft/markitdown,https://github.com/microsoft/markitdown,174896,2024-11-13T19:56:40Z,2026-08-20T18:37:52Z,2026-08-19T19:36:22Z,Python,184,20,572,181
twbs/bootstrap,https://github.com/twbs/bootstrap,174616,2011-07-29T21:19:00Z,2026-08-20T18:33:59Z,2026-08-20T15:50:12Z,MDX,9486,94,22944,22839
deepseek-ai/deepseek-harness,https://github.com/deepseek-ai/deepseek-harness,173136,2026-08-13T11:56:32Z,2026-08-20T18:37:57Z,2026-08-19T15:37:57Z,TypeScript,0,2,0,0
521xueweihan/HelloGitHub,https://github.com/521xueweihan/HelloGitHub,171962,2016-05-04T06:24:11Z,2026-08-20T18:38:19Z,2026-08-02T07:58:25Z,Python,17,68,3325,2709
anthropics/skills,https://github.com/anthropics/skills,170658,2025-09-22T15:53:31Z,2026-08-20T18:37:53Z,2026-08-18T16:02:06Z,Python,50,0,365,49
firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,170006,2024-04-15T21:02:29Z,2026-08-20T18:37:49Z,2026-08-20T18:18:53Z,TypeScript,1945,35,957,886
f/prompts.chat,https://github.com/f/prompts.chat,167633,2022-12-05T13:54:13Z,2026-08-20T18:38:21Z,2026-08-20T03:20:51Z,HTML,236,0,173,152
AUTOMATIC1111/stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,164591,2022-08-22T14:05:26Z,2026-08-20T18:38:21Z,2026-03-02T07:00:53Z,Python,1875,27,7912,5491
huggingface/transformers,https://github.com/huggingface/transformers,164275,2018-10-29T13:56:00Z,2026-08-20T18:32:48Z,2026-08-20T18:24:41Z,Python,20226,269,19337,18466
jlevy/the-art-of-command-line,https://github.com/jlevy/the-art-of-command-line,162134,2015-05-20T15:11:03Z,2026-08-20T18:32:44Z,2024-06-25T18:13:44Z,,317,0,264,138
Snailclimb/JavaGuide,https://github.com/Snailclimb/JavaGuide,157909,2018-05-07T13:27:00Z,2026-08-20T18:32:49Z,2026-08-18T13:05:40Z,JavaScript,1270,0,1158,1100
langflow-ai/langflow,https://github.com/langflow-ai/langflow,153503,2023-02-08T22:28:03Z,2026-08-20T18:37:50Z,2026-08-20T18:37:21Z,Python,7337,304,3424,3209
langgenius/dify,https://github.com/langgenius/dify,153035,2023-04-12T07:40:24Z,2026-08-20T18:38:29Z,2026-08-20T17:02:46Z,TypeScript,13475,168,18666,18371
open-webui/open-webui,https://github.com/open-webui/open-webui,149363,2023-10-06T22:08:27Z,2026-08-20T18:32:46Z,2026-08-20T05:48:34Z,Python,4073,167,9407,9209
airbnb/javascript,https://github.com/airbnb/javascript,148123,2012-11-01T23:13:50Z,2026-08-20T18:38:33Z,2026-04-16T19:24:09Z,JavaScript,822,0,1416,1316
Genymobile/scrcpy,https://github.com/Genymobile/scrcpy,147978,2017-11-21T18:00:27Z,2026-08-20T18:38:34Z,2026-08-17T10:27:07Z,C,153,52,6149,3355
msitarzewski/agency-agents,https://github.com/msitarzewski/agency-agents,146716,2025-10-13T12:12:29Z,2026-08-20T18:37:53Z,2026-08-06T13:29:47Z,Shell,222,0,145,87
langchain-ai/langchain,https://github.com/langchain-ai/langchain,144640,2022-10-17T02:58:36Z,2026-08-20T18:37:51Z,2026-08-20T18:24:28Z,Python,17283,1000,10029,9700
x1xhlol/system-prompts-and-models-of-ai-tools,https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools,142946,2025-03-05T16:38:29Z,2026-08-20T18:38:16Z,2026-08-11T13:01:09Z,,52,0,212,121
anthropics/claude-code,https://github.com/anthropics/claude-code,142118,2025-02-22T17:41:21Z,2026-08-20T18:38:30Z,2026-08-20T00:54:41Z,Python,162,193,85581,71451
yangshun/tech-interview-handbook,https://github.com/yangshun/tech-interview-handbook,142025,2016-07-05T05:00:48Z,2026-08-20T18:32:48Z,2026-08-07T12:06:42Z,TypeScript,494,0,126,92
vercel/next.js,https://github.com/vercel/next.js,141880,2016-10-05T23:32:51Z,2026-08-20T18:32:47Z,2026-08-20T18:38:01Z,JavaScript,28256,1000,25216,23346
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl,140974,2010-10-31T14:35:07Z,2026-08-20T18:38:33Z,2026-02-19T16:45:25Z,Python,1646,341,26831,23205
clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,139074,2023-11-21T18:24:03Z,2026-08-20T18:38:37Z,2026-08-20T16:22:32Z,TypeScript,1016,67,5814,5428
microsoft/PowerToys,https://github.com/microsoft/PowerToys,137907,2019-05-01T17:44:02Z,2026-08-20T18:38:36Z,2026-08-20T07:42:35Z,C,7013,142,41174,33781
iptv-org/iptv,https://github.com/iptv-org/iptv,136225,2018-11-14T22:00:57Z,2026-08-20T18:20:54Z,2026-08-20T16:35:39Z,TypeScript,6999,0,34603,34565
golang/go,https://github.com/golang/go,135928,2014-08-19T04:33:40Z,2026-08-20T18:37:49Z,2026-08-20T17:38:01Z,Go,1,0,72908,63262
labuladong/fucking-algorithm,https://github.com/labuladong/fucking-algorithm,135382,2020-02-19T09:01:23Z,2026-08-20T18:32:49Z,2026-02-28T10:07:31Z,Markdown,244,0,981,981
Shubhamsaboo/awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,133365,2024-04-29T05:30:25Z,2026-08-20T18:37:49Z,2026-08-17T02:42:50Z,Python,242,0,173,167
ripienaar/free-for-dev,https://github.com/ripienaar/free-for-dev,132268,2015-03-18T21:06:26Z,2026-08-20T18:37:47Z,2026-08-20T14:57:38Z,HTML,3082,0,0,0
github/spec-kit,https://github.com/github/spec-kit,130480,2025-08-21T22:54:31Z,2026-08-20T18:37:52Z,2026-08-20T17:21:04Z,Python,1417,213,1532,1372
excalidraw/excalidraw,https://github.com/excalidraw/excalidraw,130092,2020-01-02T01:04:43Z,2026-08-20T18:32:48Z,2026-08-16T15:30:04Z,TypeScript,3961,15,4919,2650
krahets/hello-algo,https://github.com/krahets/hello-algo,129502,2022-11-04T11:08:34Z,2026-08-20T18:37:48Z,2026-08-17T20:58:58Z,Java,996,10,292,278
garrytan/gstack,https://github.com/garrytan/gstack,128873,2026-03-11T21:22:45Z,2026-08-20T18:33:29Z,2026-08-20T05:33:46Z,TypeScript,310,0,772,471
Chalarangelo/30-seconds-of-code,https://github.com/Chalarangelo/30-seconds-of-code,128755,2017-11-29T17:35:03Z,2026-08-20T18:38:36Z,2026-08-19T06:19:54Z,JavaScript,856,12,300,300
Comfy-Org/ComfyUI,https://github.com/Comfy-Org/ComfyUI,128622,2023-01-17T03:15:56Z,2026-08-20T18:38:36Z,2026-08-20T18:30:36Z,Python,3166,153,9151,5047
farion1231/cc-switch,https://github.com/farion1231/cc-switch,128494,2025-08-04T14:16:16Z,2026-08-20T18:38:38Z,2026-08-20T18:35:38Z,Rust,458,51,4712,3186
react/react-native,https://github.com/react/react-native,126366,2015-01-09T18:10:16Z,2026-08-20T18:32:46Z,2026-08-20T17:10:00Z,C++,999,471,27781,27108
ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,124853,2023-03-10T18:58:00Z,2026-08-20T18:38:36Z,2026-08-20T18:31:35Z,C++,9788,1000,9570,8793
kubernetes/kubernetes,https://github.com/kubernetes/kubernetes,124625,2014-06-06T22:56:04Z,2026-08-20T18:32:45Z,2026-08-20T12:56:18Z,Go,65651,812,49556,47703
electron/electron,https://github.com/electron/electron,122600,2013-04-12T01:47:36Z,2026-08-20T18:32:44Z,2026-08-20T18:34:49Z,C++,26691,1000,21830,21154
shadcn-ui/ui,https://github.com/shadcn-ui/ui,121722,2023-01-04T12:43:27Z,2026-08-20T18:37:50Z,2026-08-20T10:33:36Z,TypeScript,1448,117,4245,3175
rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,121355,2020-09-28T15:36:08Z,2026-08-20T18:35:59Z,2026-08-20T17:26:02Z,Rust,4208,39,4308,4229
nodejs/node,https://github.com/nodejs/node,119047,2014-11-26T19:57:11Z,2026-08-20T18:38:34Z,2026-08-20T14:19:31Z,JavaScript,13232,512,20781,20129
Hack-with-Github/Awesome-Hacking,https://github.com/Hack-with-Github/Awesome-Hacking,118693,2016-03-30T15:47:10Z,2026-08-20T18:38:35Z,2026-07-26T03:29:02Z,,41,0,0,0
nextlevelbuilder/ui-ux-pro-max-skill,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill,118650,2025-11-30T11:36:31Z,2026-08-20T18:38:39Z,2026-08-20T11:49:07Z,Python,140,41,174,135
justjavac/free-programming-books-zh_CN,https://github.com/justjavac/free-programming-books-zh_CN,118414,2013-11-04T01:59:19Z,2026-08-20T18:32:45Z,2026-07-29T00:39:06Z,,300,3,0,0
microsoft/generative-ai-for-beginners,https://github.com/microsoft/generative-ai-for-beginners,118202,2023-06-19T16:28:59Z,2026-08-20T18:38:37Z,2026-08-20T03:43:12Z,Jupyter Notebook,601,0,244,244
godotengine/godot,https://github.com/godotengine/godot,115914,2014-01-04T16:05:36Z,2026-08-20T18:38:33Z,2026-08-20T15:54:54Z,C++,43414,72,63391,49982
rust-lang/rust,https://github.com/rust-lang/rust,115643,2010-06-16T20:39:03Z,2026-08-20T18:38:32Z,2026-08-20T18:08:10Z,Rust,73628,154,63557,52231
mrdoob/three.js,https://github.com/mrdoob/three.js,114630,2010-03-23T18:58:01Z,2026-08-20T18:37:46Z,2026-08-20T16:19:35Z,JavaScript,16004,177,13746,13499
2dust/v2rayN,https://github.com/2dust/v2rayN,114286,2019-07-30T03:47:24Z,2026-08-20T18:38:35Z,2026-08-20T02:47:24Z,C#,607,333,7142,7122
d3/d3,https://github.com/d3/d3,113500,2010-09-27T17:22:42Z,2026-08-20T18:32:46Z,2026-05-28T14:43:01Z,Shell,495,194,2247,2242
harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,112717,2024-03-11T02:57:34Z,2026-08-20T18:37:40Z,2026-08-20T02:36:40Z,Python,204,17,773,755
immich-app/immich,https://github.com/immich-app/immich,112155,2022-02-03T15:56:27Z,2026-08-20T18:38:41Z,2026-08-20T18:17:50Z,TypeScript,10041,305,9154,8675
jaywcjlove/awesome-mac,https://github.com/jaywcjlove/awesome-mac,111489,2016-07-17T15:33:47Z,2026-08-20T18:38:34Z,2026-08-19T05:26:55Z,Swift,1245,15,562,403
tauri-apps/tauri,https://github.com/tauri-apps/tauri,110398,2019-07-13T09:09:37Z,2026-08-20T18:38:36Z,2026-08-20T10:11:40Z,Rust,5676,0,6419,5136
microsoft/TypeScript,https://github.com/microsoft/TypeScript,110286,2014-06-17T15:28:39Z,2026-08-20T18:37:48Z,2026-08-20T18:18:03Z,Go,14896,218,43389,38249
browser-use/browser-use,https://github.com/browser-use/browser-use,109869,2024-10-31T16:00:56Z,2026-08-20T18:38:37Z,2026-08-19T17:35:21Z,Python,1897,135,1607,1504
VoltAgent/awesome-design-md,https://github.com/VoltAgent/awesome-design-md,109428,2026-03-31T16:37:01Z,2026-08-20T18:36:04Z,2026-07-31T12:32:42Z,,6,0,385,78
axios/axios,https://github.com/axios/axios,109191,2014-08-18T22:30:27Z,2026-08-20T18:38:33Z,2026-08-20T09:15:58Z,JavaScript,1483,123,5056,5009
fatedier/frp,https://github.com/fatedier/frp,108907,2015-12-21T15:24:59Z,2026-08-20T17:23:13Z,2026-08-17T16:24:14Z,Go,861,116,4143,4100
papers-we-love/papers-we-love,https://github.com/papers-we-love/papers-we-love,108875,2013-12-15T14:31:41Z,2026-08-20T16:31:29Z,2026-07-01T09:14:27Z,Shell,444,0,252,250
Graphify-Labs/graphify,https://github.com/Graphify-Labs/graphify,108630,2026-04-03T15:49:07Z,2026-08-20T18:38:49Z,2026-08-20T16:39:37Z,Python,135,194,1404,922
denoland/deno,https://github.com/denoland/deno,108267,2018-05-15T01:34:26Z,2026-08-20T18:22:31Z,2026-08-20T16:14:58Z,Rust,16464,388,15010,13827
supabase/supabase,https://github.com/supabase/supabase,108209,2019-10-12T05:56:49Z,2026-08-20T18:11:07Z,2026-08-20T18:24:49Z,TypeScript,18722,30,5842,5571
openai/whisper,https://github.com/openai/whisper,107675,2022-09-16T20:02:54Z,2026-08-20T16:28:11Z,2026-07-28T20:18:29Z,Python,122,13,0,0
openai/codex,https://github.com/openai/codex,107093,2025-04-13T05:37:54Z,2026-08-20T18:32:57Z,2026-08-20T18:34:46Z,Rust,9717,1000,23587,10515
google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli,106591,2025-04-17T17:04:31Z,2026-08-20T17:59:41Z,2026-08-20T18:35:01Z,TypeScript,6659,592,14228,13670
DietrichGebert/ponytail,https://github.com/DietrichGebert/ponytail,106588,2026-06-12T00:52:37Z,2026-08-20T18:36:40Z,2026-08-07T21:44:01Z,JavaScript,174,15,273,211
goldbergyoni/nodebestpractices,https://github.com/goldbergyoni/nodebestpractices,105590,2017-09-15T08:33:19Z,2026-08-20T18:28:53Z,2026-06-15T11:41:04Z,Dockerfile,766,0,342,288
microsoft/terminal,https://github.com/microsoft/terminal,104639,2017-08-11T18:38:22Z,2026-08-20T16:28:59Z,2026-08-20T15:48:57Z,C++,4521,156,14059,12412
deepseek-ai/DeepSeek-V3,https://github.com/deepseek-ai/DeepSeek-V3,104354,2024-12-26T09:52:40Z,2026-08-20T18:30:28Z,2025-08-28T03:24:37Z,Python,25,1,1086,945
react/create-react-app,https://github.com/react/create-react-app,103288,2016-07-17T14:55:11Z,2026-08-20T13:30:25Z,2025-02-15T01:32:11Z,JavaScript,1949,83,8432,6576
rasbt/LLMs-from-scratch,https://github.com/rasbt/LLMs-from-scratch,103104,2023-07-23T18:15:57Z,2026-08-20T18:32:37Z,2026-08-10T01:11:40Z,Jupyter Notebook,507,0,240,238
pytorch/pytorch,https://github.com/pytorch/pytorch,102499,2016-08-13T05:26:41Z,2026-08-20T18:33:32Z,2026-08-20T18:33:59Z,Python,6601,68,60454,46562
Anduin2017/HowToCook,https://github.com/Anduin2017/HowToCook,101912,2020-02-29T10:43:49Z,2026-08-20T16:59:40Z,2026-08-20T07:14:07Z,,646,5,857,393
neovim/neovim,https://github.com/neovim/neovim,101891,2014-01-31T13:39:22Z,2026-08-20T18:13:21Z,2026-08-20T15:40:42Z,Vim Script,19671,54,14493,12904
fastapi/fastapi,https://github.com/fastapi/fastapi,101727,2018-12-08T08:21:47Z,2026-08-20T18:23:55Z,2026-08-19T08:58:11Z,Python,3569,300,3544,3543
angular/angular,https://github.com/angular/angular,101003,2014-09-18T16:12:01Z,2026-08-20T17:48:59Z,2026-08-19T20:48:22Z,TypeScript,7381,693,30898,29906
ruanyf/weekly,https://github.com/ruanyf/weekly,100845,2018-10-13T12:36:07Z,2026-08-20T17:57:46Z,2026-08-14T00:20:26Z,,120,0,10450,1694
mtdvio/every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,100270,2017-08-24T13:18:26Z,2026-08-20T17:23:45Z,2025-12-29T19:37:02Z,,109,0,47,31
JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,99519,2026-04-04T10:03:00Z,2026-08-20T18:37:47Z,2026-08-20T11:18:26Z,Go,59,24,355,185
ant-design/ant-design,https://github.com/ant-design/ant-design,99127,2015-04-24T15:37:24Z,2026-08-20T17:47:14Z,2026-08-20T16:59:48Z,TypeScript,18246,759,32770,31756
TauricResearch/TradingAgents,https://github.com/TauricResearch/TradingAgents,99047,2024-12-28T03:31:08Z,2026-08-20T18:37:48Z,2026-07-18T15:55:05Z,Python,27,8,457,273
mui/material-ui,https://github.com/mui/material-ui,98876,2014-08-18T19:11:54Z,2026-08-20T17:13:12Z,2026-08-20T13:46:18Z,JavaScript,22184,572,20515,19137
nvbn/thefuck,https://github.com/nvbn/thefuck,97720,2015-04-08T15:08:04Z,2026-08-20T17:11:23Z,2024-07-19T14:56:13Z,Python,482,17,790,483
tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,97290,2017-10-06T14:59:14Z,2026-08-20T17:27:56Z,2026-08-14T19:43:34Z,TypeScript,3476,307,4902,4877
florinpop17/app-ideas,https://github.com/florinpop17/app-ideas,96948,2019-02-25T18:36:56Z,2026-08-20T18:12:53Z,2025-10-11T14:51:21Z,,151,0,201,53
microsoft/Web-Dev-For-Beginners,https://github.com/microsoft/Web-Dev-For-Beginners,96402,2020-11-10T02:44:00Z,2026-08-20T18:30:27Z,2026-08-05T10:13:10Z,JavaScript,689,0,459,392
hacksider/Deep-Live-Cam,https://github.com/hacksider/Deep-Live-Cam,96020,2023-09-24T13:19:31Z,2026-08-20T18:37:13Z,2026-08-13T22:44:22Z,Python,122,13,1178,1156
oven-sh/bun,https://github.com/oven-sh/bun,95506,2021-04-14T00:48:17Z,2026-08-20T18:36:10Z,2026-08-20T18:39:03Z,Rust,9797,215,17584,14337
puppeteer/puppeteer,https://github.com/puppeteer/puppeteer,95473,2017-05-09T22:16:13Z,2026-08-20T16:34:01Z,2026-08-20T14:27:22Z,TypeScript,6214,701,7401,7154
microsoft/playwright,https://github.com/microsoft/playwright,94812,2019-11-15T18:32:42Z,2026-08-20T18:12:25Z,2026-08-20T18:03:44Z,TypeScript,17726,165,17827,17688
ryanmcdermott/clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,94759,2016-11-25T22:25:41Z,2026-08-20T17:52:02Z,2024-07-29T07:24:37Z,JavaScript,149,0,247,166
nvm-sh/nvm,https://github.com/nvm-sh/nvm,94663,2010-04-15T17:47:47Z,2026-08-20T18:10:01Z,2026-08-18T06:42:47Z,Shell,761,74,2448,2111
iluwatar/java-design-patterns,https://github.com/iluwatar/java-design-patterns,94595,2014-08-09T16:45:18Z,2026-08-20T18:18:47Z,2026-08-17T22:42:48Z,Java,1578,0,986,865
earendil-works/pi,https://github.com/earendil-works/pi,94350,2025-08-09T14:03:50Z,2026-08-20T18:38:28Z,2026-08-20T15:39:55Z,TypeScript,914,255,5225,5139
karpathy/autoresearch,https://github.com/karpathy/autoresearch,94265,2026-03-06T22:00:43Z,2026-08-20T18:36:41Z,2026-03-26T00:07:37Z,Python,7,0,113,59
punkpeye/awesome-mcp-servers,https://github.com/punkpeye/awesome-mcp-servers,92615,2024-11-30T04:49:10Z,2026-08-20T18:37:02Z,2026-08-17T21:28:42Z,,3392,0,556,551
deepseek-ai/DeepSeek-R1,https://github.com/deepseek-ai/DeepSeek-R1,92033,2025-01-20T11:57:28Z,2026-08-20T14:58:36Z,2025-06-27T08:35:54Z,,10,1,729,716
3b1b/manim,https://github.com/3b1b/manim,91766,2015-03-22T18:50:58Z,2026-08-20T18:02:00Z,2026-08-18T21:03:49Z,Python,702,13,1237,775
thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,91348,2025-08-31T20:50:03Z,2026-08-20T18:33:05Z,2026-08-20T16:23:20Z,JavaScript,510,308,1937,1910
ruvnet/RuView,https://github.com/ruvnet/RuView,91064,2025-06-07T04:32:30Z,2026-08-20T18:31:24Z,2026-08-20T18:14:51Z,Rust,405,287,472,435
storybookjs/storybook,https://github.com/storybookjs/storybook,90882,2016-03-18T04:23:44Z,2026-08-20T15:43:26Z,2026-08-20T17:46:56Z,TypeScript,13144,1000,14539,12961
opencv/opencv,https://github.com/opencv/opencv,90518,2012-07-19T09:40:17Z,2026-08-20T15:43:25Z,2026-08-20T10:59:11Z,C++,14064,69,11639,9098
louislam/uptime-kuma,https://github.com/louislam/uptime-kuma,90404,2021-07-03T01:02:42Z,2026-08-20T17:47:55Z,2026-08-20T00:33:05Z,JavaScript,1816,131,4934,4224
PanJiaChen/vue-element-admin,https://github.com/PanJiaChen/vue-element-admin,90207,2017-04-17T03:35:49Z,2026-08-20T18:03:15Z,2024-10-24T11:25:46Z,Vue,311,49,3613,2357
home-assistant/core,https://github.com/home-assistant/core,90011,2013-09-17T07:29:48Z,2026-08-20T18:30:33Z,2026-08-20T18:00:23Z,Python,90176,1000,73340,70466
